periode_data,tanggal,jenis_moda,jumlah_penumpang_per_hari,hari,bulan,outlier_iqr,days_since_start,month,day_of_week
202503,2025-03-27,transjakarta,960596.0,Thursday,2025-03,False,451,3,3
202503,2025-03-28,transjakarta,735368.0,Friday,2025-03,False,452,3,4
202503,2025-03-29,transjakarta,559474.0,Saturday,2025-03,False,453,3,5
202503,2025-03-30,transjakarta,470514.0,Sunday,2025-03,False,454,3,6
202502,2025-02-01,transjakarta,842963.0,Saturday,2025-02,False,397,2,5
202502,2025-02-02,transjakarta,737991.0,Sunday,2025-02,False,398,2,6
202502,2025-02-03,transjakarta,1244612.0,Monday,2025-02,False,399,2,0
202502,2025-02-04,transjakarta,1249487.0,Tuesday,2025-02,False,400,2,1
202502,2025-02-05,transjakarta,1270266.0,Wednesday,2025-02,False,401,2,2
202502,2025-02-06,transjakarta,1247225.0,Thursday,2025-02,False,402,2,3
202502,2025-02-07,transjakarta,1256503.0,Friday,2025-02,False,403,2,4
202502,2025-02-08,transjakarta,858386.0,Saturday,2025-02,False,404,2,5
202502,2025-02-09,transjakarta,753348.0,Sunday,2025-02,False,405,2,6
202502,2025-02-10,transjakarta,1241866.0,Monday,2025-02,False,406,2,0
202502,2025-02-11,transjakarta,1269414.0,Tuesday,2025-02,False,407,2,1
202502,2025-02-12,transjakarta,1266805.0,Wednesday,2025-02,False,408,2,2
202502,2025-02-13,transjakarta,1246674.0,Thursday,2025-02,False,409,2,3
202502,2025-02-14,transjakarta,1252179.0,Friday,2025-02,False,410,2,4
202502,2025-02-15,transjakarta,886091.0,Saturday,2025-02,False,411,2,5
202502,2025-02-16,transjakarta,753394.0,Sunday,2025-02,False,412,2,6
202502,2025-02-17,transjakarta,1237787.0,Monday,2025-02,False,413,2,0
202502,2025-02-18,transjakarta,1266175.0,Tuesday,2025-02,False,414,2,1
202502,2025-02-19,transjakarta,1260001.0,Wednesday,2025-02,False,415,2,2
202502,2025-02-20,transjakarta,1267677.0,Thursday,2025-02,False,416,2,3
202502,2025-02-21,transjakarta,1254926.0,Friday,2025-02,False,417,2,4
202502,2025-02-22,transjakarta,846725.0,Saturday,2025-02,False,418,2,5
202502,2025-02-23,transjakarta,760530.0,Sunday,2025-02,False,419,2,6
202502,2025-02-24,transjakarta,1255985.0,Monday,2025-02,False,420,2,0
202502,2025-02-25,transjakarta,1281324.0,Tuesday,2025-02,False,421,2,1
202502,2025-02-26,transjakarta,1288639.0,Wednesday,2025-02,False,422,2,2
202502,2025-02-27,transjakarta,1228704.0,Thursday,2025-02,False,423,2,3
202502,2025-02-28,transjakarta,1174769.0,Friday,2025-02,False,424,2,4
202505,2025-05-01,transjakarta,748174.0,Thursday,2025-05,False,486,5,3
202505,2025-05-02,transjakarta,1262678.0,Friday,2025-05,False,487,5,4
202505,2025-05-03,transjakarta,863071.0,Saturday,2025-05,False,488,5,5
202505,2025-05-04,transjakarta,782847.0,Sunday,2025-05,False,489,5,6
202505,2025-05-05,transjakarta,1275665.0,Monday,2025-05,False,490,5,0
202505,2025-05-06,transjakarta,1294039.0,Tuesday,2025-05,False,491,5,1
202505,2025-05-07,transjakarta,1316928.0,Wednesday,2025-05,False,492,5,2
202505,2025-05-08,transjakarta,1277199.0,Thursday,2025-05,False,493,5,3
202505,2025-05-09,transjakarta,1269445.0,Friday,2025-05,False,494,5,4
202505,2025-05-10,transjakarta,858346.0,Saturday,2025-05,False,495,5,5
202505,2025-05-11,transjakarta,822929.0,Sunday,2025-05,False,496,5,6
202505,2025-05-12,transjakarta,768663.0,Monday,2025-05,False,497,5,0
202505,2025-05-13,transjakarta,925861.0,Tuesday,2025-05,False,498,5,1
202505,2025-05-14,transjakarta,1328655.0,Wednesday,2025-05,False,499,5,2
202505,2025-05-15,transjakarta,1286540.0,Thursday,2025-05,False,500,5,3
202505,2025-05-16,transjakarta,1255977.0,Friday,2025-05,False,501,5,4
202505,2025-05-17,transjakarta,826793.0,Saturday,2025-05,False,502,5,5
202505,2025-05-18,transjakarta,754368.0,Sunday,2025-05,False,503,5,6
202505,2025-05-19,transjakarta,1278431.0,Monday,2025-05,False,504,5,0
202505,2025-05-20,transjakarta,1281428.0,Tuesday,2025-05,False,505,5,1
202505,2025-05-21,transjakarta,1270173.0,Wednesday,2025-05,False,506,5,2
202505,2025-05-22,transjakarta,1278104.0,Thursday,2025-05,False,507,5,3
202505,2025-05-23,transjakarta,1241706.0,Friday,2025-05,False,508,5,4
202505,2025-05-24,transjakarta,877559.0,Saturday,2025-05,False,509,5,5
202505,2025-05-25,transjakarta,745212.0,Sunday,2025-05,False,510,5,6
202505,2025-05-26,transjakarta,1259567.0,Monday,2025-05,False,511,5,0
202505,2025-05-27,transjakarta,1288374.0,Tuesday,2025-05,False,512,5,1
202505,2025-05-28,transjakarta,1310859.0,Wednesday,2025-05,False,513,5,2
202505,2025-05-29,transjakarta,750000.0,Thursday,2025-05,False,514,5,3
202505,2025-05-30,transjakarta,911670.0,Friday,2025-05,False,515,5,4
202505,2025-05-31,transjakarta,851938.0,Saturday,2025-05,False,516,5,5
202504,2025-04-09,transjakarta,1209922.0,Wednesday,2025-04,False,464,4,2
202504,2025-04-10,transjakarta,1206762.0,Thursday,2025-04,False,465,4,3
202504,2025-04-11,transjakarta,1197542.0,Friday,2025-04,False,466,4,4
202504,2025-04-12,transjakarta,816855.0,Saturday,2025-04,False,467,4,5
202504,2025-04-13,transjakarta,700777.0,Sunday,2025-04,False,468,4,6
202504,2025-04-14,transjakarta,1251336.0,Monday,2025-04,False,469,4,0
202504,2025-04-15,transjakarta,1261057.0,Tuesday,2025-04,False,470,4,1
202504,2025-04-16,transjakarta,1257314.0,Wednesday,2025-04,False,471,4,2
202504,2025-04-17,transjakarta,1196936.0,Thursday,2025-04,False,472,4,3
202504,2025-04-18,transjakarta,720829.0,Friday,2025-04,False,473,4,4
202504,2025-04-19,transjakarta,829009.0,Saturday,2025-04,False,474,4,5
202504,2025-04-20,transjakarta,728273.0,Sunday,2025-04,False,475,4,6
202504,2025-04-21,transjakarta,1324828.0,Monday,2025-04,False,476,4,0
202504,2025-04-22,transjakarta,1262474.0,Tuesday,2025-04,False,477,4,1
202504,2025-04-23,transjakarta,1274779.0,Wednesday,2025-04,False,478,4,2
202504,2025-04-24,transjakarta,1352612.0,Thursday,2025-04,False,479,4,3
202504,2025-04-25,transjakarta,1260594.0,Friday,2025-04,False,480,4,4
202504,2025-04-26,transjakarta,908279.0,Saturday,2025-04,False,481,4,5
202504,2025-04-27,transjakarta,814411.0,Sunday,2025-04,False,482,4,6
202504,2025-04-28,transjakarta,1272755.0,Monday,2025-04,False,483,4,0
202504,2025-04-29,transjakarta,1223516.0,Tuesday,2025-04,False,484,4,1
202504,2025-04-30,transjakarta,1163918.0,Wednesday,2025-04,False,485,4,2
